7415345 7548.5 16413 
7433246 7526.5 15830 
7467450 7468 15187 
7455931 7373.5 14650.5 
7470988 7295 14029.5 
7440468 7233.5 14603.5 
7465075 7102.5 15081.5 
7456901 7011.5 14014.5 
7475531 6808 13684 
7458713 6724 14316 
7472686 6567.5 14036.5 
7510185 6602.5 14352 
7561003 6674.5 14027.5 
7510057 6829.5 14424.5 
7549427 6902 13925 
7534941 7033 14621 
7530406 7022 14667 
7504828 7248.5 14278 
7514014 7312 12876.5 
7480660 7416 12413 
7501871 7350.5 12022 
7484810 7295.5 12110 
7508799 7252 11819.5 
7481935 7227 11345.5 
7559606 7174.5 11037.5 
7510370 7093.5 11440.5 
7524371 7105 10939 
7501690 7140 12134 
7504638 7200 11103.5 
7488582 7315 11271.5 
7515187 7406 11174 
7491489 7525 11275 
7496243 7663 11228.5 
7429891 7748.5 11596 
7471216 7859 10866 
7458008 7947 11290.5 
7434143 7979.5 10068 
7397926 8233 10675.5 
7467612 8269.5 10266.5 
7439003 8359.5 10348.5 
7507022 8478.5 10436 
7506302 8565 10555 
7518438 8658 10549 
7498955 8726 10815.5 
7518914 9084.5 10909 
7503662 9158 11000 
7533984 9203.5 11008 
7518493 9250.5 11071.5 
7538911 9260 11084 
7494109 9452 11725.5 
7536745 9697.5 11655 
7506855 9774 11731.5 
7536230 9812 11778 
7533576 9842.5 11880 
7540729 9869 11868 
7526461 9864 11910.5 
7546932 9844 12095.5 
7536593 10000 12168.5 
7539198 10002 12196 
7405058 10044 12292.5 
7357564 10170.5 12354 
7329367 10224 12391 
7363131 10238 12455.5 
7338538 10109.5 13593 
7373511 9511 13664.5 
7354423 9549.5 13707 
7383639 9519 13698 
7370183 8869.5 14206.5 
7386139 8526.5 13461.5 
7363150 8109 13105.5 
7373639 7760 12515.5 
7325421 7892.5 12139.5 
7122783 7875 12092 
6962829 7923 12233.5 
6790940 8004.5 12298.5 
6615944 8125 12442 
6499093 8221.5 12613.5 
6385746 8456.5 12742 
6332278 8593 12729 
6278188 8717 12817.5 
6238165 8832.5 12847.5 
6179555 8928.5 13020 
6132891 8942.5 12935.5 
6063989 8822.5 12855 
6020598 8488.5 12533 
5951579 8148 12164 
5979185 8015.5 11887.5 
5900617 7928 11903 
5885180 7951.5 11959 
5846424 8081.5 12065.5 
5894582 8180.5 12161.5 
5858648 8367.5 12381.5 
5876113 8510 12560.5 
5849078 8698 12924 
5884491 8794 13067.5 
5874217 8903.5 13218.5 
5915489 8960.5 13386.5 
5844767 9061 13499.5 
5865980 9133 13616 
5842886 9207 13766 
5859016 9261.5 13773.5 
5843488 9332 13948 
5883043 9405 14042.5 
5881628 9467.5 14203.5 
5879179 9617.5 14227.5 
5862626 9700.5 14295.5 
5883295 9734 14358.5 
5865821 9679.5 14569.5 
5934461 9634 14514.5 
5892727 9536 14527.5 
5938268 9475 14487.5 
5886198 9503.5 14474.5 
5911584 9285.5 14526.5 
5878650 9197 14582 
5897012 9116.5 14485 
5867056 8896 14844.5 
5874075 8855 14707 
5866347 8800 14777.5 
5879529 8718 14738.5 
5854794 8662 14884 
5846879 8577 14817.5 
5794121 8519.5 14970 
5845393 8510.5 14863.5 
5800172 8413.5 15010 
5832043 8348.5 14759.5 
5814809 8326.5 15759 
5834986 8279.5 15406 
5804604 8237.5 15413.5 
5820324 8220.5 15204 
5811547 8234.5 15956 
5802792 7998 0 
5775427 7995 0 
5819436 7975.5 0 
5747149 8016 0 
5821280 8012.5 0 
5775048 7973 0 
5801940 7930 0 
5772775 7916.5 0 
5794564 7877 0 
5765430 7856 0 
5779536 7764 0 
5778763 7667.5 2631 
5778266 7493 2374 
5777804 7433.5 0 
5794012 7144 0 
5728082 7185.5 0 
5726923 7240.5 0 
5677253 7326 0 
48949060 7416 0 
54895478 7466.5 0 
54907758 8736.5 15555.5 
54892946 8682.5 15641 
54903637 7292 15343.5 
53422758 7403.5 11572 
53411774 6311 11850.5 
52167269 5937 12108 
52128516 5195.5 11747.5 
52117118 4159 14689 
50607767 4063.5 16601 
50573226 3955 17610 
50599281 3840 16751.5 
49190294 3539 17135.5 
49174516 3441.5 16968.5 
49137221 3383 17990 
49165938 3284.5 17075 
47366250 3260 17781.5 
47346064 3196 18103 
45599458 3119 18316 
45509977 3033 18932 
43449655 2988.5 19240.5 
43462701 2935.5 18966 
41260585 2908 18806 
41214720 2871 18458.5 
40107974 2866 19221 
39480349 2836 18958.5 
39046379 2837.5 19369 
38059158 2768.5 18291 
37926634 2771 18632.5 
36439113 2762.5 18392.5 
36377345 2742 19070 
35459688 2725.5 18959.5 
35496758 2704.5 19267.5 
34600376 2724 18749.5 
34510090 2732 19234.5 
33794694 2714 18753 
33716771 2714.5 18882 
32849094 2707 18159.5 
32748596 2708 19056 
32418024 2708.5 18517.5 
32355056 2701 19086 
32393020 2755.5 18665 
32431796 2756 18995.5 
32396390 2722 18030 
32395610 2732 18138 
32432912 2710.5 18065.5 
32392116 2708 18430.5 
32425019 2711 18173 
32421864 2712.5 18454.5 
32416816 2615.5 16695.5 
32380674 3010 17023 
32433300 3067 16831 
32416317 3069 17390 
32435723 3090 17319.5 
32447303 3141 17700.5 
32491276 3168.5 17098 
32520917 3189.5 17361 
32449069 3185 16791 
32411832 3178.5 17025 
32485449 3145.5 16401.5 
32403400 3052.5 10411.5 
32493537 3267.5 10308.5 
32472679 3263.5 10447 
32450650 3265.5 10324.5 
32414681 3257.5 10561 
32454560 3267.5 10610.5 
32413914 3274.5 10833.5 
32463867 3290.5 10515.5 
32458571 3302 10633.5 
32497034 3331 10791.5 
32435362 3339 10970.5 
32453423 3257.5 10327 
32480443 2866.5 10348.5 
32507349 3625 7527.5 
32452647 3670 8031 
32490988 3681.5 8247.5 
32479351 3713 8529.5 
32453628 3752 8162.5 
32519353 3765.5 8315.5 
32621312 3768 8430 
32516058 3791.5 8095 
32549074 3436.5 8355 
32546312 2974 8174 
32561281 3415 8604.5 
32604080 3435 10144 
32616360 3459.5 11792.5 
32655776 3530.5 12612.5 
32650499 3548.5 12618.5 
32654581 3589.5 13565.5 
32735588 3602.5 13612.5 
32700411 3614 13770.5 
32798230 3594 13650.5 
32821582 3463.5 14037.5 
32823997 3434 13766.5 
32771502 3424 13830.5 
32818284 3388.5 13529 
32850127 3368.5 13711.5 
32833003 3369.5 13897 
32816562 3381 13987 
32870957 3361 13908 
32797913 3353.5 14662.5 
32830875 3462.5 9471 
32876189 3467.5 9545 
32858084 3465 12123.5 
32868639 3468 9434 
32929070 3493.5 9401 
32870241 3506.5 9230 
32916643 3535 9409.5 
32880310 3564 9584 
32931900 3529.5 9021 
32829265 3557 9211 
32846569 3536.5 9099.5 
32821622 3538 9481.5 
