Pupil1 0 -0.6491666 0.45 
Pupil2 0 0.5466667 0.39 
Pupil1 1 -0.6491666 0.45 
Pupil2 1 0.5466667 0.39 
Pupil1 2 -0.6491666 0.45 
Pupil2 2 0.5516667 0.39 
Pupil1 3 -0.6491666 0.45 
Pupil2 3 0.5516667 0.39 
Pupil1 4 -0.6491666 0.45 
Pupil2 4 0.5516667 0.39 
Pupil1 5 -0.6491666 0.45 
Pupil2 5 0.5483333 0.36 
Pupil1 6 -0.6491666 0.45 
Pupil2 6 0.5483333 0.36 
Pupil1 7 -0.6491666 0.45 
Pupil2 7 0.5483333 0.36 
Pupil1 8 -0.6491666 0.45 
Pupil2 8 0.5483333 0.36 
Pupil1 9 -0.6491666 0.45 
Pupil2 9 0.5483333 0.36 
Pupil1 10 -0.6483333 0.4466667 
Pupil2 10 0.5491667 0.3533333 
Pupil1 11 -0.6408333 0.4666667 
Pupil2 11 0.5491667 0.3533333 
Pupil1 12 -0.6391667 0.4666667 
Pupil2 12 0.5491667 0.3533333 
Pupil1 13 -0.6375 0.4566667 
Pupil2 13 0.5491667 0.3533333 
Pupil1 14 -0.6375 0.4566667 
Pupil2 14 0.5491667 0.3533333 
Pupil1 15 -0.6375 0.4566667 
Pupil2 15 0.5491667 0.3533333 
Pupil1 16 -0.6366667 0.4566667 
Pupil2 16 0.5491667 0.3533333 
Pupil1 17 -0.6441666 0.46 
Pupil2 20 0.5533333 0.3633333 
Pupil1 21 -0.645 0.4933333 
Pupil2 21 0.5533333 0.3633333 
Pupil1 22 -0.645 0.4933333 
Pupil2 22 0.5516667 0.3566667 
Pupil1 23 -0.645 0.4933333 
Pupil2 23 0.5516667 0.3566667 
Pupil1 24 -0.645 0.4933333 
Pupil2 24 0.5516667 0.3566667 
Pupil1 25 -0.645 0.4933333 
Pupil2 25 0.5516667 0.3566667 
Pupil1 26 -0.645 0.4933333 
Pupil2 26 0.5516667 0.3566667 
Pupil1 27 -0.645 0.4933333 
Pupil2 27 0.5516667 0.3566667 
Pupil1 28 -0.645 0.4933333 
Pupil2 28 0.5516667 0.3566667 
Pupil1 29 -0.645 0.4933333 
Pupil2 29 0.5516667 0.3566667 
Pupil1 30 -0.645 0.4933333 
Pupil2 30 0.5516667 0.3566667 
Pupil1 31 -0.645 0.4933333 
Pupil2 31 0.5516667 0.3566667 
Pupil1 32 -0.645 0.4933333 
Pupil2 32 0.5516667 0.3566667 
Pupil1 33 -0.6491666 0.4933333 
Pupil2 33 0.5516667 0.3566667 
Pupil1 34 -0.6483333 0.4933333 
Pupil2 34 0.5516667 0.3566667 
Pupil1 35 -0.6483333 0.4933333 
Pupil2 35 0.5516667 0.3566667 
Pupil1 36 -0.6425 0.4866667 
Pupil2 36 0.5516667 0.3566667 
Pupil1 37 -0.6425 0.47 
Pupil2 37 0.5516667 0.3566667 
Pupil1 38 -0.6475 0.47 
Pupil2 38 0.5566667 0.39 
Pupil1 39 -0.6475 0.47 
Pupil2 39 0.5566667 0.39 
Pupil1 40 -0.6483333 0.4666667 
Pupil2 40 0.5566667 0.39 
Pupil1 41 -0.65 0.4666667 
Pupil2 41 0.5566667 0.39 
Pupil1 42 -0.6525 0.4766667 
Pupil2 42 0.5566667 0.39 
Pupil1 43 -0.6525 0.4766667 
Pupil2 43 0.5566667 0.39 
Pupil1 44 -0.6533333 0.4966667 
Pupil2 44 0.5541667 0.3633333 
Pupil1 45 -0.6533333 0.4933333 
Pupil2 45 0.5541667 0.3633333 
Pupil1 46 -0.6516666 0.49 
Pupil2 46 0.5541667 0.3633333 
Pupil1 47 -0.6508333 0.49 
Pupil2 47 0.5541667 0.3633333 
Pupil1 48 -0.6483333 0.49 
Pupil2 48 0.5541667 0.3633333 
Pupil1 49 -0.6483333 0.49 
Pupil2 49 0.5541667 0.3633333 
Pupil1 50 -0.6483333 0.49 
Pupil2 50 0.5541667 0.3633333 
Pupil1 51 -0.6483333 0.49 
Pupil2 51 0.5541667 0.3633333 
Pupil1 52 -0.6483333 0.49 
Pupil2 52 0.5541667 0.3633333 
Pupil1 53 -0.6483333 0.49 
Pupil2 53 0.5541667 0.3633333 
Pupil1 54 -0.6483333 0.49 
Pupil2 54 0.5541667 0.3633333 
Pupil1 55 -0.6483333 0.49 
Pupil2 55 0.5541667 0.3633333 
Pupil1 56 -0.6483333 0.49 
Pupil2 56 0.5541667 0.3633333 
Pupil1 57 -0.6483333 0.49 
Pupil2 57 0.5541667 0.3733333 
Pupil1 58 -0.6508333 0.53 
Pupil2 58 0.5541667 0.3766667 
Pupil1 59 -0.6533333 0.53 
Pupil2 59 0.5566667 0.39 
Pupil1 60 -0.6533333 0.53 
Pupil2 60 0.5566667 0.39 
Pupil1 61 -0.6533333 0.53 
Pupil2 61 0.5566667 0.39 
Pupil1 62 -0.6533333 0.53 
Pupil2 62 0.5566667 0.39 
Pupil1 63 -0.6533333 0.53 
Pupil2 63 0.5566667 0.39 
Pupil1 64 -0.6533333 0.53 
Pupil2 64 0.5566667 0.39 
Pupil1 65 -0.6533333 0.53 
Pupil2 65 0.5566667 0.39 
Pupil1 66 -0.6533333 0.53 
Pupil2 66 0.5566667 0.39 
Pupil1 67 -0.6533333 0.53 
Pupil2 67 0.5566667 0.39 
Pupil1 68 -0.6533333 0.53 
Pupil2 68 0.5566667 0.39 
Pupil1 69 -0.6533333 0.53 
Pupil2 69 0.5566667 0.39 
Pupil1 70 -0.6533333 0.53 
Pupil2 70 0.5566667 0.39 
Pupil1 71 -0.6533333 0.53 
Pupil2 71 0.5566667 0.39 
Pupil1 72 -0.6533333 0.53 
Pupil2 72 0.5566667 0.39 
Pupil1 73 -0.6533333 0.53 
Pupil2 73 0.5566667 0.39 
Pupil1 74 -0.6533333 0.53 
Pupil2 74 0.5566667 0.39 
Pupil1 75 -0.6533333 0.53 
Pupil2 75 0.5566667 0.39 
Gaze 76 0.07416666 0.2866667 
Pupil1 76 -0.635 0.5866666 
Pupil2 76 0.5775 0.3533333 
Gaze 77 0.08666667 0.3 
Pupil1 77 -0.635 0.5866666 
Pupil2 77 0.5791667 0.35 
Gaze 78 0.09916667 0.3133333 
Pupil1 78 -0.635 0.5866666 
Pupil2 78 0.5791667 0.35 
Gaze 79 0.1125 0.32 
Pupil1 79 -0.6233333 0.6133333 
Pupil2 79 0.5783333 0.35 
Gaze 80 0.125 0.3366667 
Pupil1 80 -0.6116667 0.67 
Pupil2 80 0.6075 0.3133333 
Gaze 81 0.1358333 0.35 
Pupil1 81 -0.6116667 0.67 
Pupil2 81 0.6075 0.3133333 
Gaze 82 0.1491667 0.36 
Pupil1 82 -0.6116667 0.67 
Pupil2 82 0.6075 0.3133333 
Gaze 83 0.1625 0.37 
Pupil1 83 -0.6116667 0.67 
Pupil2 83 0.6075 0.3133333 
Gaze 84 0.1758333 0.39 
Pupil1 84 -0.6116667 0.67 
Pupil2 84 0.6108333 0.31 
Gaze 85 0.1866667 0.4033333 
Pupil1 85 -0.6116667 0.67 
Pupil2 85 0.6108333 0.31 
Gaze 86 0.1991667 0.42 
Pupil1 86 -0.6116667 0.67 
Pupil2 86 0.6108333 0.31 
Gaze 87 0.2116667 0.43 
Pupil1 87 -0.6116667 0.67 
Pupil2 87 0.6108333 0.31 
Gaze 88 0.225 0.4366667 
Pupil1 88 -0.6116667 0.67 
Pupil2 88 0.6108333 0.31 
Gaze 89 0.2383333 0.4466667 
Pupil1 89 -0.61 0.6733333 
Pupil2 89 0.6108333 0.31 
Gaze 90 0.2508333 0.4533333 
Pupil1 90 -0.61 0.6733333 
Pupil2 90 0.6108333 0.31 
Gaze 91 0.2625 0.4633333 
Pupil1 91 -0.61 0.6733333 
Pupil2 91 0.6108333 0.31 
Gaze 92 0.275 0.4666667 
Pupil1 92 -0.61 0.6733333 
Pupil2 92 0.6108333 0.31 
Gaze 93 0.2808333 0.4633333 
Pupil1 93 -0.61 0.6733333 
Pupil2 93 0.6108333 0.31 
Gaze 94 0.2816667 0.4466667 
Pupil1 94 -0.61 0.6733333 
Pupil2 94 0.6108333 0.31 
Gaze 95 0.28 0.4266667 
Pupil1 95 -0.61 0.6733333 
Pupil2 95 0.6108333 0.31 
Gaze 96 0.2791667 0.4166667 
Pupil1 96 -0.61 0.6733333 
Pupil2 96 0.6108333 0.31 
Gaze 97 0.28 0.39 
Pupil1 97 -0.61 0.6733333 
Pupil2 97 0.6108333 0.31 
Gaze 98 0.2791667 0.3733333 
Pupil1 98 -0.5933333 0.63 
Pupil2 98 0.59 0.21 
Gaze 99 0.2808333 0.3533333 
Pupil1 99 -0.595 0.56 
Pupil2 99 0.5808333 0.2033333 
Gaze 100 0.2808333 0.3166667 
Pupil1 100 -0.5916666 0.54 
Pupil2 100 0.5808333 0.2033333 
Gaze 101 0.2808333 0.2766667 
Pupil1 101 -0.5916666 0.54 
Pupil2 101 0.5808333 0.2033333 
Gaze 102 0.2825 0.25 
Pupil1 102 -0.5916666 0.54 
Pupil2 102 0.5808333 0.2033333 
Gaze 103 0.2833333 0.2 
Pupil1 103 -0.5916666 0.54 
Pupil2 103 0.5808333 0.2033333 
Gaze 104 0.2833333 0.1633333 
Pupil1 104 -0.5916666 0.54 
Pupil2 104 0.5808333 0.2033333 
Gaze 105 0.2833333 0.12 
Pupil1 105 -0.5916666 0.54 
Pupil2 105 0.5808333 0.2033333 
Gaze 106 0.2825 0.08 
Pupil1 106 -0.5916666 0.54 
Pupil2 106 0.5808333 0.2033333 
Gaze 107 0.2841667 0.03333334 
Pupil1 107 -0.5916666 0.54 
Pupil2 107 0.5808333 0.2033333 
Gaze 108 0.2825 -0.006666667 
Pupil1 108 -0.5916666 0.54 
Pupil2 108 0.58 0.2066667 
Gaze 109 0.2858333 -0.04666667 
